0,0,91,364,0,2,p2,,1,4,s1,,2,0,target,,,,,,,,,,,,,,1,86,344,0,5,s2,,1,1,p1,,2,0,target,,,,,,,,,,,,,,2,360,1439,0,2,p3,,1,0,target,,2,4,s2,,,,,,,,,,,,,,3,276,1103,0,4,s1,,1,0,target,,2,1,p1,,,,,,,,,,,,,,4,27,108,0,3,p3,,1,0,target,,2,5,s2,,,,,,,,,,,,,,5,572,2287,0,2,p2,,1,4,s1,,2,0,target,,,,,,,,,,,,,,6,17,68,0,5,s3,,1,0,target,,2,2,p2,,,,,,,,,,,,,,7,85,340,0,0,target,,1,5,s2,,2,3,p3,,,,,,,,,,,,,,8,553,2211,0,0,target,,1,3,p3,,2,4,s1,,,,,,,,,,,,,,9,19,76,0,4,s1,,1,1,p1,,2,0,target,,,,,,,,,,,,,,10,84,336,0,2,p2,,1,4,s1,,2,0,target,,,,,,,,,,,,,,11,81,324,0,2,p2,,1,0,target,,2,3,s1,,,,,,,,,,,,,,12,423,1691,0,0,target,,1,4,s1,,2,2,p2,,,,,,,,,,,,,,13,357,1427,0,0,target,,1,2,p2,,2,5,s2,,,,,,,,,,,,,,14,543,2171,0,3,s2,,1,0,target,,2,1,p1,,,,,,,,,,,,,,0,1,2.5811,0,2,,,,,,1,1,3.0499,0,2,,,,,,2,1,3.1704,0,1,,,,,,3,1,3.4768,0,1,,,,,,4,1,2.9658,0,1,,,,,,5,1,2.7287,0,2,,,,,,6,1,2.8083,0,1,,,,,,7,1,2.5849,0,0,,,,,,8,1,5.6044,0,0,,,,,,9,1,168.3609,1,2,,,,,,10,1,2.5785,0,2,,,,,,11,1,16.7198,0,1,,,,,,12,1,2.819,0,0,,,,,,13,1,2.7761,0,0,,,,,,14,1,2.737,0,1,,,,,,
0,0,559,2235,0,2,p2,,1,4,s1,,2,0,target,,,,,,,,,,,,,,1,542,2167,0,0,target,,1,3,p3,,2,5,s2,,,,,,,,,,,,,,2,547,2187,0,4,s1,,1,0,target,,2,3,p3,,,,,,,,,,,,,,3,43,172,0,4,s1,,1,0,target,,2,1,p1,,,,,,,,,,,,,,4,353,1411,0,3,s1,,1,0,target,,2,2,p2,,,,,,,,,,,,,,5,21,84,0,3,p3,,1,5,s2,,2,0,target,,,,,,,,,,,,,,6,139,556,0,2,p2,,1,5,s2,,2,0,target,,,,,,,,,,,,,,7,144,576,0,4,s1,,1,2,p2,,2,0,target,,,,,,,,,,,,,,8,84,336,0,0,target,,1,2,p2,,2,5,s2,,,,,,,,,,,,,,9,550,2199,0,0,target,,1,1,p1,,2,5,s2,,,,,,,,,,,,,,10,544,2175,0,0,target,,1,3,s2,,2,1,p2,,,,,,,,,,,,,,11,357,1427,0,4,s1,,1,0,target,,2,3,p3,,,,,,,,,,,,,,12,358,1431,0,0,target,,1,5,s2,,2,2,p2,,,,,,,,,,,,,,13,415,1659,0,1,p1,,1,0,target,,2,4,s1,,,,,,,,,,,,,,14,418,1671,0,0,target,,1,1,p1,,2,4,s1,,,,,,,,,,,,,,0,1,1.4874,0,2,,,,,,1,0,4.6181,0,2,0,,,,,2,1,2.798,0,1,,,,,,3,1,1.678,0,1,,,,,,4,1,5.9936,0,1,,,,,,5,1,1.9172,0,2,,,,,,6,1,1.6198,0,2,,,,,,7,1,1.6616,0,2,,,,,,8,1,1.8774,0,0,,,,,,9,1,1.5746,0,0,,,,,,10,0,4.2397,0,1,0,,,,,11,1,1.5772,0,1,,,,,,12,1,1.5962,0,0,,,,,,13,1,1.5483,0,1,,,,,,14,1,1.6428,0,0,,,,,,
1,0,647,2583,0,0,target,,1,2,p3,,2,3,s1,,,,,,,,,,,,,,1,120,480,0,0,target,,1,5,s2,,2,3,p3,,,,,,,,,,,,,,2,220,880,0,0,target,,1,4,s1,,2,3,p3,,,,,,,,,,,,,,3,418,1671,0,4,s1,,1,3,p3,,2,0,target,,,,,,,,,,,,,,4,361,1443,0,1,p1,,1,0,target,,2,5,s2,,,,,,,,,,,,,,5,407,1627,0,3,p3,,1,4,s1,,2,0,target,,,,,,,,,,,,,,6,1066,4239,0,3,p3,,1,4,s1,,2,0,target,,,,,,,,,,,,,,7,929,3698,0,0,target,,1,4,s1,,2,3,p3,,,,,,,,,,,,,,8,299,1195,0,1,p1,,1,0,target,,2,5,s2,,,,,,,,,,,,,,9,37,148,0,5,s2,,1,2,p2,,2,0,target,,,,,,,,,,,,,,10,443,1771,0,5,s2,,1,0,target,,2,3,p3,,,,,,,,,,,,,,11,664,2651,0,2,s1,,1,0,target,,2,1,p1,,,,,,,,,,,,,,12,505,2019,0,4,s1,,1,0,target,,2,3,p3,,,,,,,,,,,,,,13,504,2015,0,4,s1,,1,1,p1,,2,0,target,,,,,,,,,,,,,,14,721,2878,0,0,target,,1,2,p2,,2,4,s2,,,,,,,,,,,,,,0,1,2.7488,0,0,,,,,,1,1,2.728,0,0,,,,,,2,1,2.2553,0,0,,,,,,3,1,2.6491,0,2,,,,,,4,1,2.7832,0,1,,,,,,5,1,2.9651,0,2,,,,,,6,1,2.9833,0,2,,,,,,7,1,2.9683,0,0,,,,,,8,1,2.7569,0,1,,,,,,9,1,2.9055,0,2,,,,,,10,1,3.7065,0,1,,,,,,11,1,3.2387,0,1,,,,,,12,1,3.3445,0,1,,,,,,13,1,3.2644,0,2,,,,,,14,1,2.9062,0,0,,,,,,
1,0,721,2878,0,4,s2,,1,0,target,,2,1,p1,,,,,,,,,,,,,,1,716,2858,0,4,s2,,1,0,target,,2,1,p1,,,,,,,,,,,,,,2,545,2179,0,1,p1,,1,4,s1,,2,0,target,,,,,,,,,,,,,,3,367,1467,0,4,s1,,1,0,target,,2,2,p2,,,,,,,,,,,,,,4,407,1627,0,5,s2,,1,0,target,,2,3,p3,,,,,,,,,,,,,,5,125,500,0,1,p1,,1,0,target,,2,4,s1,,,,,,,,,,,,,,6,15,60,0,0,target,,1,2,p2,,2,4,s1,,,,,,,,,,,,,,7,411,1643,0,1,p1,,1,3,s1,,2,0,target,,,,,,,,,,,,,,8,239,956,0,4,s1,,1,2,p2,,2,0,target,,,,,,,,,,,,,,9,356,1423,0,0,target,,1,5,s2,,2,1,p1,,,,,,,,,,,,,,10,375,1499,0,4,s2,,1,0,target,,2,1,p2,,,,,,,,,,,,,,11,664,2651,0,1,p1,,1,3,s2,,2,0,target,,,,,,,,,,,,,,12,292,1167,0,0,target,,1,4,s2,,2,2,p2,,,,,,,,,,,,,,13,970,3862,0,0,target,,1,4,s1,,2,3,p3,,,,,,,,,,,,,,14,155,620,0,1,p1,,1,5,s2,,2,0,target,,,,,,,,,,,,,,0,1,4.387,0,1,,,,,,1,1,208.0491,0,1,,,,,,2,1,1.9917,0,2,,,,,,3,1,2.1976,0,1,,,,,,4,1,1.6666,0,1,,,,,,5,1,1.6561,0,1,,,,,,6,0,3.7241,0,2,0,,,,,7,1,1.8379,0,2,,,,,,8,1,1.9656,0,2,,,,,,9,0,5.2127,0,2,0,,,,,10,0,3.8845,0,2,1,,,,,11,1,1.7246,0,2,,,,,,12,0,3.6051,0,1,0,,,,,13,1,3.4119,0,0,,,,,,14,1,2.1183,0,2,,,,,,
2,0,139,556,0,4,s1,,1,3,p3,,2,0,target,,,,,,,,,,,,,,1,715,2854,0,2,s1,,1,0,target,,2,1,p2,,,,,,,,,,,,,,2,719,2870,0,4,s1,,1,2,p2,,2,0,target,,,,,,,,,,,,,,3,1190,4726,0,3,s2,,1,1,p1,,2,0,target,,,,,,,,,,,,,,4,147,588,0,4,s1,,1,0,target,,2,3,p3,,,,,,,,,,,,,,5,49,196,0,0,target,,1,2,p2,,2,4,s1,,,,,,,,,,,,,,6,159,636,0,0,target,,1,5,s2,,2,3,p3,,,,,,,,,,,,,,7,350,1399,0,2,p2,,1,0,target,,2,4,s1,,,,,,,,,,,,,,8,292,1167,0,0,target,,1,3,s1,,2,2,p2,,,,,,,,,,,,,,9,415,1659,0,1,p1,,1,0,target,,2,4,s1,,,,,,,,,,,,,,10,921,3666,0,3,p3,,1,0,target,,2,5,s2,,,,,,,,,,,,,,11,988,3933,0,1,p1,,1,4,s2,,2,0,target,,,,,,,,,,,,,,12,363,1451,0,3,p3,,1,0,target,,2,4,s1,,,,,,,,,,,,,,13,138,552,0,0,target,,1,1,p1,,2,5,s2,,,,,,,,,,,,,,14,919,3658,0,3,p3,,1,4,s1,,2,0,target,,,,,,,,,,,,,,0,0,7.1428,0,0,2,,,,,1,1,5.9187,0,1,,,,,,2,0,23.936,2,0,2,,,,,3,1,6.5868,0,2,,,,,,4,0,10.0946,0,0,1,,,,,5,1,9.7408,1,0,,,,,,6,1,4.9164,0,0,,,,,,7,0,24.5293,2,2,1,,,,,8,0,9.6948,0,1,0,,,,,9,0,9.9519,0,2,1,,,,,10,0,9.4321,0,2,1,,,,,11,1,5.3654,0,2,,,,,,12,1,13.0615,1,1,,,,,,13,1,4.3508,0,0,,,,,,14,0,12.9195,0,1,2,,,,,
2,0,154,616,0,5,s2,,1,2,p2,,2,0,target,,,,,,,,,,,,,,1,0,0,0,5,s2,,1,0,target,,2,3,p3,,,,,,,,,,,,,,2,653,2607,0,0,target,,1,4,s1,,2,2,p2,,,,,,,,,,,,,,3,56,224,0,1,p1,,1,4,s1,,2,0,target,,,,,,,,,,,,,,4,261,1043,0,1,p1,,1,5,s2,,2,0,target,,,,,,,,,,,,,,5,921,3666,0,4,s1,,1,0,target,,2,3,p3,,,,,,,,,,,,,,6,987,3929,0,4,s1,,1,0,target,,2,2,p2,,,,,,,,,,,,,,7,905,3602,0,4,s2,,1,0,target,,2,2,p2,,,,,,,,,,,,,,8,798,3180,0,4,s1,,1,0,target,,2,3,p3,,,,,,,,,,,,,,9,11,44,0,2,p2,,1,5,s2,,2,0,target,,,,,,,,,,,,,,10,1190,4726,0,3,s2,,1,0,target,,2,1,p1,,,,,,,,,,,,,,11,174,696,0,0,target,,1,3,p3,,2,4,s1,,,,,,,,,,,,,,12,797,3176,0,3,p3,,1,0,target,,2,5,s2,,,,,,,,,,,,,,13,428,1711,0,2,p2,,1,5,s2,,2,0,target,,,,,,,,,,,,,,14,715,2854,0,1,p2,,1,0,target,,2,2,s1,,,,,,,,,,,,,,0,1,1.6111,0,2,,,,,,1,1,4.672,0,1,,,,,,2,1,3.0324,0,0,,,,,,3,1,62.9694,0,2,,,,,,4,1,1.8612,0,2,,,,,,5,1,2.0108,0,1,,,,,,6,0,4.612,0,0,1,,,,,7,1,5.1783,0,1,,,,,,8,0,6.0815,0,2,0,1,,,,9,1,2.238,0,2,,,,,,10,0,4.2439,0,0,1,,,,,11,0,6.1318,0,1,2,0,,,,12,0,4.1654,0,2,1,,,,,13,1,1.6055,0,2,,,,,,14,1,1.4556,0,1,,,,,,
3,0,443,1771,0,2,p2,,1,0,target,,2,4,s1,,,,,,,,,,,,,,1,37,148,0,2,p2,,1,4,s1,,2,0,target,,,,,,,,,,,,,,2,418,1671,0,4,s1,,1,0,target,,2,1,p1,,,,,,,,,,,,,,3,220,880,0,4,s1,,1,2,p2,,2,0,target,,,,,,,,,,,,,,4,501,2003,0,2,p2,,1,4,s2,,2,0,target,,,,,,,,,,,,,,5,137,548,0,0,target,,1,4,s1,,2,1,p1,,,,,,,,,,,,,,6,646,2579,0,0,target,,1,5,s2,,2,3,p3,,,,,,,,,,,,,,7,915,3642,0,0,target,,1,3,s1,,2,2,p3,,,,,,,,,,,,,,8,929,3698,0,4,s1,,1,0,target,,2,1,p1,,,,,,,,,,,,,,9,839,3344,0,5,s2,,1,2,p2,,2,0,target,,,,,,,,,,,,,,10,408,1631,0,3,p3,,1,4,s1,,2,0,target,,,,,,,,,,,,,,11,361,1443,0,4,s1,,1,2,p2,,2,0,target,,,,,,,,,,,,,,12,299,1195,0,5,s2,,1,0,target,,2,1,p1,,,,,,,,,,,,,,13,407,1627,0,3,p3,,1,0,target,,2,5,s2,,,,,,,,,,,,,,14,647,2583,0,4,s2,,1,1,p2,,2,0,target,,,,,,,,,,,,,,0,1,23.8825,1,1,,,,,,1,0,12.0818,1,0,2,,,,,2,1,6.2241,0,1,,,,,,3,1,4.8032,0,2,,,,,,4,1,5.0948,0,2,,,,,,5,0,16.1143,1,2,1,0,,,,6,1,22.859,1,0,,,,,,7,1,18.78,1,0,,,,,,8,1,6.9813,0,1,,,,,,9,0,39.4844,1,1,0,2,,,,10,0,23.4467,0,0,1,2,,,,11,1,5.1127,0,2,,,,,,12,0,11.7393,0,0,1,,,,,13,1,5.9752,0,1,,,,,,14,1,4.2027,0,2,,,,,,
4,0,221,884,0,0,target,,1,1,p1,,2,3,s1,,,,,,,,,,,,,,1,222,888,0,2,p2,,1,3,s1,,2,0,target,,,,,,,,,,,,,,2,223,892,0,2,p2,,1,3,s1,,2,0,target,,,,,,,,,,,,,,3,224,896,0,0,target,,1,3,s1,,2,2,p2,,,,,,,,,,,,,,4,225,900,0,0,target,,1,2,p2,,2,4,s2,,,,,,,,,,,,,,5,226,904,0,3,s1,,1,0,target,,2,2,p2,,,,,,,,,,,,,,6,227,908,0,3,s1,,1,1,p1,,2,0,target,,,,,,,,,,,,,,7,228,912,0,0,target,,1,4,s2,,2,2,p2,,,,,,,,,,,,,,8,229,916,0,0,target,,1,4,s2,,2,1,p1,,,,,,,,,,,,,,9,230,920,0,4,s2,,1,2,p2,,2,0,target,,,,,,,,,,,,,,10,231,924,0,0,target,,1,4,s2,,2,2,p2,,,,,,,,,,,,,,11,232,928,0,0,target,,1,1,p1,,2,4,s2,,,,,,,,,,,,,,12,491,1963,0,1,p1,,1,3,s1,,2,0,target,,,,,,,,,,,,,,13,492,1967,0,1,p1,,1,3,s1,,2,0,target,,,,,,,,,,,,,,14,493,1971,0,2,p2,,1,3,s1,,2,0,target,,,,,,,,,,,,,,0,0,28.3612,1,1,0,,,,,1,0,9.6511,1,1,2,,,,,2,0,23.897,1,0,2,,,,,3,1,5.6238,0,0,,,,,,4,1,5.2074,0,0,,,,,,5,1,23.9462,1,1,,,,,,6,1,5.7932,0,2,,,,,,7,0,7.5005,0,2,0,,,,,8,1,5.1968,0,0,,,,,,9,1,14.013,1,2,,,,,,10,0,8.8066,0,2,0,,,,,11,1,8.5118,0,0,,,,,,12,0,9.6192,0,1,2,,,,,13,0,17.8733,1,1,2,,,,,14,0,6.6571,0,1,2,,,,,
5,0,985,3921,0,0,target,,1,2,p2,,2,4,s2,,,,,,,,,,,,,,1,970,3862,0,5,s2,,1,0,target,,2,1,p1,,,,,,,,,,,,,,2,805,3208,0,3,s1,,1,0,target,,2,1,p1,,,,,,,,,,,,,,3,356,1423,0,0,target,,1,1,p1,,2,4,s1,,,,,,,,,,,,,,4,414,1655,0,2,p2,,1,5,s2,,2,0,target,,,,,,,,,,,,,,5,85,340,0,4,s1,,1,0,target,,2,1,p1,,,,,,,,,,,,,,6,830,3308,0,0,target,,1,2,p2,,2,5,s2,,,,,,,,,,,,,,7,411,1643,0,3,s1,,1,2,p2,,2,0,target,,,,,,,,,,,,,,8,928,3694,0,0,target,,1,4,s1,,2,1,p1,,,,,,,,,,,,,,9,705,2815,0,2,p2,,1,5,s2,,2,0,target,,,,,,,,,,,,,,10,647,2583,0,4,s2,,1,0,target,,2,2,p3,,,,,,,,,,,,,,11,989,3937,0,0,target,,1,2,p2,,2,3,s1,,,,,,,,,,,,,,12,839,3344,0,0,target,,1,5,s2,,2,3,p3,,,,,,,,,,,,,,13,716,2858,0,3,s1,,1,1,p1,,2,0,target,,,,,,,,,,,,,,14,988,3933,0,0,target,,1,1,p1,,2,3,s1,,,,,,,,,,,,,,0,1,3.1642,0,0,,,,,,1,0,4.7125,0,0,1,,,,,2,1,2.3035,0,1,,,,,,3,1,2.121,0,0,,,,,,4,1,1.627,0,2,,,,,,5,1,1.895,0,1,,,,,,6,0,4.8414,0,1,0,,,,,7,1,1.935,0,2,,,,,,8,1,2.028,0,0,,,,,,9,1,1.853,0,2,,,,,,10,1,2.0475,0,1,,,,,,11,0,7.2457,0,2,1,0,,,,12,0,3.8354,0,1,0,,,,,13,0,4.6057,0,0,2,,,,,14,0,5.6578,0,2,0,,,,,
5,0,714,2850,0,0,target,,1,3,p3,,2,4,s1,,,,,,,,,,,,,,1,428,1711,0,4,s1,,1,2,p2,,2,0,target,,,,,,,,,,,,,,2,921,3666,0,5,s2,,1,0,target,,2,1,p1,,,,,,,,,,,,,,3,715,2854,0,1,p2,,1,2,s1,,2,0,target,,,,,,,,,,,,,,4,139,556,0,0,target,,1,1,p1,,2,4,s1,,,,,,,,,,,,,,5,721,2878,0,2,p2,,1,0,target,,2,4,s2,,,,,,,,,,,,,,6,1283,5093,0,1,p1,,1,0,target,,2,4,s1,,,,,,,,,,,,,,7,159,636,0,4,s1,,1,3,p3,,2,0,target,,,,,,,,,,,,,,8,96,384,0,4,s2,,1,2,p3,,2,0,target,,,,,,,,,,,,,,9,415,1659,0,1,p1,,1,4,s1,,2,0,target,,,,,,,,,,,,,,10,637,2543,0,3,s1,,1,0,target,,2,1,p1,,,,,,,,,,,,,,11,362,1447,0,4,s1,,1,1,p1,,2,0,target,,,,,,,,,,,,,,12,970,3862,0,1,p1,,1,5,s2,,2,0,target,,,,,,,,,,,,,,13,421,1683,0,5,s2,,1,3,p3,,2,0,target,,,,,,,,,,,,,,14,719,2870,0,4,s1,,1,0,target,,2,3,p3,,,,,,,,,,,,,,0,0,15.1323,0,1,2,0,,,,1,0,6.6707,0,0,2,,,,,2,1,5.0884,0,1,,,,,,3,1,6.4825,0,2,,,,,,4,0,12.166,0,1,2,0,,,,5,1,4.7826,0,1,,,,,,6,1,4.33,0,1,,,,,,7,1,8.7571,0,2,,,,,,8,0,17.0827,1,0,1,2,,,,9,1,4.3341,0,2,,,,,,10,1,5.0874,0,1,,,,,,11,1,5.9938,0,2,,,,,,12,1,4.179,0,2,,,,,,13,0,14.1595,1,1,2,,,,,14,0,7.3311,0,0,1,,,,,
6,0,92,368,0,5,s2,,1,0,target,,2,2,p2,,,,,,,,,,,,,,1,583,2331,0,0,target,,1,4,s1,,2,1,p1,,,,,,,,,,,,,,2,421,1683,0,0,target,,1,5,s2,,2,3,p3,,,,,,,,,,,,,,3,719,2870,0,3,p3,,1,0,target,,2,4,s1,,,,,,,,,,,,,,4,918,3654,0,0,target,,1,3,p3,,2,5,s2,,,,,,,,,,,,,,5,420,1679,0,5,s2,,1,1,p1,,2,0,target,,,,,,,,,,,,,,6,440,1759,0,4,s1,,1,0,target,,2,1,p1,,,,,,,,,,,,,,7,798,3180,0,1,p1,,1,0,target,,2,4,s1,,,,,,,,,,,,,,8,639,2551,0,4,s1,,1,1,p1,,2,0,target,,,,,,,,,,,,,,9,428,1711,0,1,p1,,1,0,target,,2,4,s1,,,,,,,,,,,,,,10,838,3340,0,3,p3,,1,0,target,,2,5,s2,,,,,,,,,,,,,,11,715,2854,0,0,target,,1,3,s2,,2,1,p2,,,,,,,,,,,,,,12,901,3586,0,5,s2,,1,0,target,,2,3,p3,,,,,,,,,,,,,,13,361,1443,0,5,s2,,1,0,target,,2,3,p3,,,,,,,,,,,,,,14,415,1659,0,0,target,,1,2,p2,,2,4,s1,,,,,,,,,,,,,,0,1,74.6484,3,1,,,,,,1,0,28.52,1,2,0,,,,,2,1,142.5214,0,0,,,,,,3,1,2.6181,0,1,,,,,,4,1,2.8753,0,0,,,,,,5,1,2.7499,0,2,,,,,,6,1,3.0645,0,1,,,,,,7,1,2.6118,0,1,,,,,,8,1,3.6789,0,2,,,,,,9,1,106.0314,1,1,,,,,,10,1,44.757,1,1,,,,,,11,1,12.9419,0,0,,,,,,12,1,3.6543,0,1,,,,,,13,1,6.9655,0,1,,,,,,14,1,3.2977,0,0,,,,,,
6,0,356,1423,0,1,p1,,1,5,s2,,2,0,target,,,,,,,,,,,,,,1,220,880,0,0,target,,1,1,p1,,2,4,s1,,,,,,,,,,,,,,2,361,1443,0,4,s1,,1,0,target,,2,1,p1,,,,,,,,,,,,,,3,501,2003,0,0,target,,1,2,p2,,2,3,s1,,,,,,,,,,,,,,4,37,148,0,3,p3,,1,0,target,,2,5,s2,,,,,,,,,,,,,,5,411,1643,0,1,p1,,1,3,s1,,2,0,target,,,,,,,,,,,,,,6,646,2579,0,0,target,,1,5,s2,,2,2,p2,,,,,,,,,,,,,,7,839,3344,0,0,target,,1,2,p2,,2,5,s2,,,,,,,,,,,,,,8,407,1627,0,0,target,,1,5,s2,,2,2,p2,,,,,,,,,,,,,,9,137,548,0,2,p2,,1,0,target,,2,4,s1,,,,,,,,,,,,,,10,1096,4357,0,5,s2,,1,0,target,,2,3,p3,,,,,,,,,,,,,,11,443,1771,0,4,s1,,1,0,target,,2,2,p2,,,,,,,,,,,,,,12,1484,5889,0,4,s1,,1,3,p3,,2,0,target,,,,,,,,,,,,,,13,147,588,0,1,p1,,1,0,target,,2,5,s2,,,,,,,,,,,,,,14,418,1671,0,0,target,,1,4,s1,,2,2,p2,,,,,,,,,,,,,,0,0,67.0764,1,1,0,2,,,,1,1,18.3259,1,0,,,,,,2,1,16.1934,1,1,,,,,,3,1,3.6012,0,0,,,,,,4,1,11.7141,0,1,,,,,,5,1,6.2619,0,2,,,,,,6,1,9.2338,0,0,,,,,,7,1,8.2609,1,0,,,,,,8,1,15.3048,1,0,,,,,,9,0,20.8286,1,0,1,,,,,10,0,27.6879,3,0,1,,,,,11,1,19.4407,1,1,,,,,,12,1,7.0461,1,2,,,,,,13,1,4.4628,0,1,,,,,,14,1,3.5353,0,0,,,,,,
7,0,325,1299,0,0,target,,1,4,s1,,2,3,p3,,,,,,,,,,,,,,1,428,1711,0,0,target,,1,5,s2,,2,3,p3,,,,,,,,,,,,,,2,721,2878,0,0,target,,1,4,s2,,2,2,p2,,,,,,,,,,,,,,3,155,620,0,3,p3,,1,5,s2,,2,0,target,,,,,,,,,,,,,,4,421,1683,0,5,s2,,1,0,target,,2,1,p1,,,,,,,,,,,,,,5,970,3862,0,0,target,,1,3,p3,,2,4,s1,,,,,,,,,,,,,,6,988,3933,0,2,p2,,1,4,s2,,2,0,target,,,,,,,,,,,,,,7,138,552,0,4,s1,,1,0,target,,2,3,p3,,,,,,,,,,,,,,8,921,3666,0,4,s1,,1,0,target,,2,3,p3,,,,,,,,,,,,,,9,174,696,0,3,p3,,1,0,target,,2,4,s1,,,,,,,,,,,,,,10,715,2854,0,1,p2,,1,0,target,,2,3,s2,,,,,,,,,,,,,,11,929,3698,0,4,s1,,1,0,target,,2,3,p3,,,,,,,,,,,,,,12,1338,5313,0,3,p3,,1,5,s2,,2,0,target,,,,,,,,,,,,,,13,719,2870,0,0,target,,1,5,s2,,2,2,p2,,,,,,,,,,,,,,14,362,1447,0,3,p3,,1,0,target,,2,5,s2,,,,,,,,,,,,,,0,0,37.4134,3,2,1,0,,,,1,1,7.5495,1,0,,,,,,2,1,4.7249,0,0,,,,,,3,1,3.8553,0,2,,,,,,4,1,4.918,0,1,,,,,,5,1,4.8566,0,0,,,,,,6,1,3.795,0,2,,,,,,7,1,7.09,1,1,,,,,,8,1,44.8419,1,1,,,,,,9,1,5.7402,1,1,,,,,,10,1,8.1283,0,1,,,,,,11,1,4.0201,0,1,,,,,,12,0,16.115,1,1,2,,,,,13,1,4.2378,0,0,,,,,,14,0,22.1691,2,2,0,1,,,,
